user, film, liked
1229, 185, 1
1229, 207, 1
1229, 218, 1
1229, 223, 1
1229, 241, 1
1229, 310, 1
1229, 355, 1
1229, 399, 1
1229, 445, 1
1229, 455, 1
1229, 463, 1
1229, 484, 1
1229, 486, 1
1229, 491, 1
1229, 499, 1
1229, 88, 0
1229, 90, 0
1229, 104, 0
1229, 123, 0
1229, 130, 0
1229, 137, 0
1229, 179, 0
1229, 206, 0
1229, 208, 0
1229, 215, 0
1229, 305, 0
1229, 314, 0
1229, 329, 0
1229, 344, 0
1229, 353, 0
1229, 361, 0
1229, 369, 0
1229, 381, 0
1229, 382, 0
1229, 383, 0
1229, 410, 0
1229, 425, 0
1229, 431, 0
1229, 467, 0
1229, 480, 0
1229, 488, 0
1229, 489, 0
1230, 4, 1
1230, 7, 1
1230, 44, 1
1230, 47, 1
1230, 49, 1
1230, 67, 1
1230, 77, 1
1230, 88, 1
1230, 111, 1
1230, 148, 1
1230, 150, 1
1230, 160, 1
1230, 185, 1
1230, 191, 1
1230, 192, 1
1230, 206, 1
1230, 277, 1
1230, 297, 1
1230, 326, 1
1230, 330, 1
1230, 354, 1
1230, 378, 1
1230, 403, 1
1230, 417, 1
1230, 422, 1
1230, 433, 1
1230, 472, 1
1230, 473, 1
1230, 17, 0
1230, 19, 0
1230, 46, 0
1230, 97, 0
1230, 101, 0
1230, 146, 0
1230, 166, 0
1230, 182, 0
1230, 189, 0
1230, 208, 0
1230, 238, 0
1230, 251, 0
1230, 267, 0
1230, 275, 0
1230, 301, 0
1230, 325, 0
1230, 384, 0
1230, 391, 0
1230, 480, 0
1230, 486, 0
1230, 494, 0
1230, 500, 0
1231, 9, 1
1231, 13, 1
1231, 38, 1
1231, 39, 1
1231, 68, 1
1231, 74, 1
1231, 87, 1
1231, 100, 1
1231, 112, 1
1231, 127, 1
1231, 143, 1
1231, 212, 1
1231, 240, 1
1231, 256, 1
1231, 297, 1
1231, 322, 1
1231, 324, 1
1231, 332, 1
1231, 354, 1
1231, 383, 1
1231, 417, 1
1231, 441, 1
1231, 20, 0
1231, 51, 0
1231, 95, 0
1231, 98, 0
1231, 135, 0
1231, 152, 0
1231, 166, 0
1231, 195, 0
1231, 208, 0
1231, 235, 0
1231, 262, 0
1231, 291, 0
1231, 296, 0
1231, 310, 0
1231, 312, 0
1231, 340, 0
1231, 342, 0
1231, 355, 0
1231, 374, 0
1231, 382, 0
1231, 403, 0
1231, 453, 0
1231, 454, 0
1231, 455, 0
1231, 480, 0
1231, 482, 0
1231, 484, 0
1231, 496, 0
1232, 35, 1
1232, 37, 1
1232, 64, 1
1232, 94, 1
1232, 121, 1
1232, 144, 1
1232, 146, 1
1232, 150, 1
1232, 163, 1
1232, 166, 1
1232, 170, 1
1232, 180, 1
1232, 190, 1
1232, 234, 1
1232, 259, 1
1232, 283, 1
1232, 285, 1
1232, 303, 1
1232, 314, 1
1232, 333, 1
1232, 357, 1
1232, 390, 1
1232, 432, 1
1232, 461, 1
1232, 463, 1
1232, 484, 1
1232, 23, 0
1232, 27, 0
1232, 32, 0
1232, 72, 0
1232, 95, 0
1232, 101, 0
1232, 137, 0
1232, 171, 0
1232, 172, 0
1232, 178, 0
1232, 211, 0
1232, 230, 0
1232, 322, 0
1232, 323, 0
1232, 332, 0
1232, 348, 0
1232, 361, 0
1232, 401, 0
1232, 407, 0
1232, 410, 0
1232, 466, 0
1232, 491, 0
1232, 498, 0
1232, 499, 0
1233, 13, 1
1233, 48, 1
1233, 80, 1
1233, 86, 1
1233, 98, 1
1233, 104, 1
1233, 112, 1
1233, 117, 1
1233, 123, 1
1233, 141, 1
1233, 144, 1
1233, 149, 1
1233, 170, 1
1233, 184, 1
1233, 224, 1
1233, 228, 1
1233, 258, 1
1233, 261, 1
1233, 268, 1
1233, 301, 1
1233, 418, 1
1233, 467, 1
1233, 478, 1
1233, 482, 1
1233, 11, 0
1233, 22, 0
1233, 42, 0
1233, 52, 0
1233, 59, 0
1233, 62, 0
1233, 97, 0
1233, 114, 0
1233, 120, 0
1233, 129, 0
1233, 132, 0
1233, 165, 0
1233, 171, 0
1233, 199, 0
1233, 210, 0
1233, 246, 0
1233, 297, 0
1233, 311, 0
1233, 322, 0
1233, 346, 0
1233, 373, 0
1233, 436, 0
1233, 438, 0
1233, 446, 0
1233, 457, 0
1233, 458, 0
1234, 5, 1
1234, 36, 1
1234, 78, 1
1234, 106, 1
1234, 182, 1
1234, 187, 1
1234, 207, 1
1234, 223, 1
1234, 243, 1
1234, 307, 1
1234, 338, 1
1234, 366, 1
1234, 373, 1
1234, 381, 1
1234, 385, 1
1234, 393, 1
1234, 401, 1
1234, 424, 1
1234, 430, 1
1234, 432, 1
1234, 439, 1
1234, 449, 1
1234, 8, 0
1234, 29, 0
1234, 33, 0
1234, 45, 0
1234, 107, 0
1234, 109, 0
1234, 139, 0
1234, 149, 0
1234, 165, 0
1234, 170, 0
1234, 171, 0
1234, 176, 0
1234, 181, 0
1234, 186, 0
1234, 197, 0
1234, 236, 0
1234, 279, 0
1234, 284, 0
1234, 286, 0
1234, 315, 0
1234, 382, 0
1234, 383, 0
1234, 394, 0
1234, 409, 0
1234, 414, 0
1234, 421, 0
1234, 442, 0
1234, 484, 0
1235, 11, 1
1235, 19, 1
1235, 60, 1
1235, 161, 1
1235, 169, 1
1235, 172, 1
1235, 213, 1
1235, 215, 1
1235, 216, 1
1235, 220, 1
1235, 226, 1
1235, 240, 1
1235, 254, 1
1235, 263, 1
1235, 269, 1
1235, 279, 1
1235, 291, 1
1235, 302, 1
1235, 26, 0
1235, 37, 0
1235, 61, 0
1235, 85, 0
1235, 94, 0
1235, 109, 0
1235, 122, 0
1235, 139, 0
1235, 150, 0
1235, 153, 0
1235, 157, 0
1235, 158, 0
1235, 184, 0
1235, 185, 0
1235, 189, 0
1235, 197, 0
1235, 217, 0
1235, 218, 0
1235, 251, 0
1235, 253, 0
1235, 283, 0
1235, 286, 0
1235, 290, 0
1235, 292, 0
1235, 355, 0
1235, 368, 0
1235, 382, 0
1235, 383, 0
1235, 395, 0
1235, 422, 0
1235, 427, 0
1235, 470, 0
1236, 10, 1
1236, 55, 1
1236, 95, 1
1236, 106, 1
1236, 107, 1
1236, 117, 1
1236, 135, 1
1236, 153, 1
1236, 168, 1
1236, 174, 1
1236, 179, 1
1236, 245, 1
1236, 254, 1
1236, 312, 1
1236, 328, 1
1236, 329, 1
1236, 376, 1
1236, 391, 1
1236, 409, 1
1236, 416, 1
1236, 427, 1
1236, 429, 1
1236, 430, 1
1236, 484, 1
1236, 2, 0
1236, 13, 0
1236, 73, 0
1236, 84, 0
1236, 100, 0
1236, 105, 0
1236, 122, 0
1236, 124, 0
1236, 132, 0
1236, 139, 0
1236, 152, 0
1236, 172, 0
1236, 182, 0
1236, 193, 0
1236, 201, 0
1236, 212, 0
1236, 221, 0
1236, 226, 0
1236, 276, 0
1236, 289, 0
1236, 314, 0
1236, 337, 0
1236, 339, 0
1236, 354, 0
1236, 379, 0
1236, 381, 0
1237, 46, 1
1237, 89, 1
1237, 100, 1
1237, 127, 1
1237, 150, 1
1237, 186, 1
1237, 198, 1
1237, 202, 1
1237, 211, 1
1237, 246, 1
1237, 255, 1
1237, 262, 1
1237, 275, 1
1237, 290, 1
1237, 309, 1
1237, 320, 1
1237, 345, 1
1237, 353, 1
1237, 376, 1
1237, 393, 1
1237, 396, 1
1237, 430, 1
1237, 432, 1
1237, 445, 1
1237, 446, 1
1237, 449, 1
1237, 473, 1
1237, 487, 1
1237, 493, 1
1237, 495, 1
1237, 54, 0
1237, 65, 0
1237, 67, 0
1237, 79, 0
1237, 107, 0
1237, 121, 0
1237, 130, 0
1237, 131, 0
1237, 162, 0
1237, 178, 0
1237, 201, 0
1237, 222, 0
1237, 224, 0
1237, 241, 0
1237, 253, 0
1237, 319, 0
1237, 334, 0
1237, 335, 0
1237, 392, 0
1237, 480, 0
1238, 3, 1
1238, 19, 1
1238, 22, 1
1238, 37, 1
1238, 54, 1
1238, 79, 1
1238, 140, 1
1238, 151, 1
1238, 178, 1
1238, 187, 1
1238, 200, 1
1238, 202, 1
1238, 225, 1
1238, 235, 1
1238, 245, 1
1238, 262, 1
1238, 267, 1
1238, 295, 1
1238, 300, 1
1238, 309, 1
1238, 326, 1
1238, 366, 1
1238, 386, 1
1238, 406, 1
1238, 422, 1
1238, 423, 1
1238, 426, 1
1238, 444, 1
1238, 452, 1
1238, 456, 1
1238, 461, 1
1238, 475, 1
1238, 477, 1
1238, 35, 0
1238, 52, 0
1238, 68, 0
1238, 85, 0
1238, 165, 0
1238, 193, 0
1238, 197, 0
1238, 265, 0
1238, 337, 0
1238, 341, 0
1238, 364, 0
1238, 400, 0
1238, 431, 0
1238, 433, 0
1238, 446, 0
1238, 450, 0
1238, 485, 0
1239, 39, 1
1239, 52, 1
1239, 60, 1
1239, 96, 1
1239, 122, 1
1239, 151, 1
1239, 184, 1
1239, 220, 1
1239, 255, 1
1239, 256, 1
1239, 297, 1
1239, 300, 1
1239, 305, 1
1239, 311, 1
1239, 316, 1
1239, 322, 1
1239, 339, 1
1239, 353, 1
1239, 384, 1
1239, 401, 1
1239, 404, 1
1239, 417, 1
1239, 459, 1
1239, 475, 1
1239, 493, 1
1239, 9, 0
1239, 15, 0
1239, 93, 0
1239, 123, 0
1239, 133, 0
1239, 134, 0
1239, 164, 0
1239, 170, 0
1239, 208, 0
1239, 213, 0
1239, 235, 0
1239, 245, 0
1239, 258, 0
1239, 274, 0
1239, 290, 0
1239, 295, 0
1239, 325, 0
1239, 333, 0
1239, 362, 0
1239, 397, 0
1239, 421, 0
1239, 441, 0
1239, 442, 0
1239, 468, 0
1239, 479, 0
1240, 9, 1
1240, 10, 1
1240, 36, 1
1240, 49, 1
1240, 65, 1
1240, 67, 1
1240, 73, 1
1240, 100, 1
1240, 109, 1
1240, 112, 1
1240, 118, 1
1240, 120, 1
1240, 157, 1
1240, 160, 1
1240, 174, 1
1240, 181, 1
1240, 203, 1
1240, 252, 1
1240, 289, 1
1240, 363, 1
1240, 368, 1
1240, 410, 1
1240, 415, 1
1240, 435, 1
1240, 487, 1
1240, 6, 0
1240, 8, 0
1240, 20, 0
1240, 51, 0
1240, 131, 0
1240, 142, 0
1240, 161, 0
1240, 171, 0
1240, 194, 0
1240, 232, 0
1240, 236, 0
1240, 246, 0
1240, 254, 0
1240, 304, 0
1240, 305, 0
1240, 306, 0
1240, 323, 0
1240, 328, 0
1240, 386, 0
1240, 397, 0
1240, 404, 0
1240, 409, 0
1240, 455, 0
1240, 482, 0
1240, 493, 0
1241, 3, 1
1241, 9, 1
1241, 18, 1
1241, 19, 1
1241, 20, 1
1241, 54, 1
1241, 66, 1
1241, 76, 1
1241, 82, 1
1241, 148, 1
1241, 158, 1
1241, 176, 1
1241, 191, 1
1241, 218, 1
1241, 283, 1
1241, 292, 1
1241, 293, 1
1241, 319, 1
1241, 331, 1
1241, 357, 1
1241, 365, 1
1241, 392, 1
1241, 394, 1
1241, 396, 1
1241, 409, 1
1241, 435, 1
1241, 451, 1
1241, 475, 1
1241, 482, 1
1241, 486, 1
1241, 4, 0
1241, 35, 0
1241, 39, 0
1241, 52, 0
1241, 169, 0
1241, 179, 0
1241, 201, 0
1241, 213, 0
1241, 225, 0
1241, 228, 0
1241, 246, 0
1241, 247, 0
1241, 270, 0
1241, 273, 0
1241, 311, 0
1241, 353, 0
1241, 367, 0
1241, 378, 0
1241, 385, 0
1241, 446, 0
1242, 2, 1
1242, 17, 1
1242, 27, 1
1242, 29, 1
1242, 34, 1
1242, 40, 1
1242, 41, 1
1242, 67, 1
1242, 71, 1
1242, 76, 1
1242, 77, 1
1242, 84, 1
1242, 87, 1
1242, 100, 1
1242, 118, 1
1242, 148, 1
1242, 150, 1
1242, 183, 1
1242, 192, 1
1242, 314, 1
1242, 318, 1
1242, 383, 1
1242, 390, 1
1242, 393, 1
1242, 399, 1
1242, 400, 1
1242, 424, 1
1242, 451, 1
1242, 5, 0
1242, 19, 0
1242, 51, 0
1242, 89, 0
1242, 97, 0
1242, 177, 0
1242, 218, 0
1242, 286, 0
1242, 304, 0
1242, 328, 0
1242, 352, 0
1242, 355, 0
1242, 391, 0
1242, 412, 0
1242, 420, 0
1242, 432, 0
1242, 438, 0
1242, 455, 0
1242, 456, 0
1242, 467, 0
1242, 494, 0
1242, 496, 0
1243, 3, 1
1243, 6, 1
1243, 13, 1
1243, 19, 1
1243, 92, 1
1243, 138, 1
1243, 157, 1
1243, 174, 1
1243, 201, 1
1243, 206, 1
1243, 217, 1
1243, 219, 1
1243, 224, 1
1243, 234, 1
1243, 274, 1
1243, 298, 1
1243, 300, 1
1243, 349, 1
1243, 364, 1
1243, 456, 1
1243, 471, 1
1243, 480, 1
1243, 481, 1
1243, 482, 1
1243, 4, 0
1243, 5, 0
1243, 7, 0
1243, 40, 0
1243, 52, 0
1243, 100, 0
1243, 106, 0
1243, 202, 0
1243, 243, 0
1243, 256, 0
1243, 257, 0
1243, 269, 0
1243, 271, 0
1243, 283, 0
1243, 288, 0
1243, 322, 0
1243, 344, 0
1243, 353, 0
1243, 359, 0
1243, 361, 0
1243, 370, 0
1243, 391, 0
1243, 395, 0
1243, 412, 0
1243, 414, 0
1243, 477, 0
1244, 10, 1
1244, 69, 1
1244, 71, 1
1244, 132, 1
1244, 142, 1
1244, 164, 1
1244, 270, 1
1244, 279, 1
1244, 299, 1
1244, 301, 1
1244, 321, 1
1244, 322, 1
1244, 324, 1
1244, 336, 1
1244, 382, 1
1244, 396, 1
1244, 410, 1
1244, 415, 1
1244, 460, 1
1244, 474, 1
1244, 499, 1
1244, 20, 0
1244, 34, 0
1244, 76, 0
1244, 84, 0
1244, 85, 0
1244, 107, 0
1244, 128, 0
1244, 141, 0
1244, 156, 0
1244, 173, 0
1244, 222, 0
1244, 239, 0
1244, 269, 0
1244, 290, 0
1244, 313, 0
1244, 316, 0
1244, 327, 0
1244, 350, 0
1244, 363, 0
1244, 368, 0
1244, 380, 0
1244, 394, 0
1244, 397, 0
1244, 432, 0
1244, 443, 0
1244, 445, 0
1244, 471, 0
1244, 487, 0
1244, 495, 0
1245, 5, 1
1245, 50, 1
1245, 119, 1
1245, 124, 1
1245, 151, 1
1245, 154, 1
1245, 176, 1
1245, 195, 1
1245, 201, 1
1245, 202, 1
1245, 207, 1
1245, 209, 1
1245, 214, 1
1245, 217, 1
1245, 228, 1
1245, 239, 1
1245, 243, 1
1245, 254, 1
1245, 267, 1
1245, 282, 1
1245, 305, 1
1245, 340, 1
1245, 361, 1
1245, 380, 1
1245, 391, 1
1245, 412, 1
1245, 416, 1
1245, 421, 1
1245, 447, 1
1245, 456, 1
1245, 500, 1
1245, 4, 0
1245, 26, 0
1245, 38, 0
1245, 59, 0
1245, 71, 0
1245, 158, 0
1245, 248, 0
1245, 294, 0
1245, 307, 0
1245, 342, 0
1245, 373, 0
1245, 390, 0
1245, 394, 0
1245, 395, 0
1245, 400, 0
1245, 419, 0
1245, 434, 0
1245, 458, 0
1245, 476, 0
1246, 11, 1
1246, 42, 1
1246, 45, 1
1246, 56, 1
1246, 80, 1
1246, 105, 1
1246, 155, 1
1246, 158, 1
1246, 160, 1
1246, 165, 1
1246, 192, 1
1246, 204, 1
1246, 284, 1
1246, 323, 1
1246, 364, 1
1246, 371, 1
1246, 381, 1
1246, 389, 1
1246, 395, 1
1246, 414, 1
1246, 431, 1
1246, 446, 1
1246, 449, 1
1246, 499, 1
1246, 30, 0
1246, 43, 0
1246, 51, 0
1246, 62, 0
1246, 72, 0
1246, 102, 0
1246, 114, 0
1246, 149, 0
1246, 195, 0
1246, 202, 0
1246, 230, 0
1246, 258, 0
1246, 273, 0
1246, 310, 0
1246, 317, 0
1246, 319, 0
1246, 329, 0
1246, 382, 0
1246, 391, 0
1246, 421, 0
1246, 426, 0
1246, 436, 0
1246, 462, 0
1246, 463, 0
1246, 481, 0
1246, 498, 0
1247, 4, 1
1247, 15, 1
1247, 29, 1
1247, 39, 1
1247, 40, 1
1247, 87, 1
1247, 139, 1
1247, 151, 1
1247, 159, 1
1247, 163, 1
1247, 171, 1
1247, 183, 1
1247, 212, 1
1247, 213, 1
1247, 257, 1
1247, 290, 1
1247, 322, 1
1247, 324, 1
1247, 337, 1
1247, 343, 1
1247, 401, 1
1247, 414, 1
1247, 417, 1
1247, 20, 0
1247, 41, 0
1247, 90, 0
1247, 104, 0
1247, 108, 0
1247, 135, 0
1247, 146, 0
1247, 186, 0
1247, 203, 0
1247, 208, 0
1247, 215, 0
1247, 218, 0
1247, 228, 0
1247, 231, 0
1247, 291, 0
1247, 347, 0
1247, 357, 0
1247, 374, 0
1247, 391, 0
1247, 404, 0
1247, 416, 0
1247, 427, 0
1247, 443, 0
1247, 459, 0
1247, 466, 0
1247, 474, 0
1247, 477, 0
1248, 21, 1
1248, 77, 1
1248, 87, 1
1248, 105, 1
1248, 124, 1
1248, 160, 1
1248, 195, 1
1248, 216, 1
1248, 226, 1
1248, 260, 1
1248, 269, 1
1248, 283, 1
1248, 296, 1
1248, 354, 1
1248, 385, 1
1248, 395, 1
1248, 431, 1
1248, 457, 1
1248, 485, 1
1248, 490, 1
1248, 22, 0
1248, 50, 0
1248, 51, 0
1248, 90, 0
1248, 109, 0
1248, 113, 0
1248, 114, 0
1248, 128, 0
1248, 154, 0
1248, 181, 0
1248, 208, 0
1248, 221, 0
1248, 225, 0
1248, 232, 0
1248, 236, 0
1248, 241, 0
1248, 245, 0
1248, 308, 0
1248, 317, 0
1248, 319, 0
1248, 369, 0
1248, 374, 0
1248, 406, 0
1248, 409, 0
1248, 418, 0
1248, 432, 0
1248, 443, 0
1248, 459, 0
1248, 489, 0
1248, 493, 0
1249, 25, 1
1249, 138, 1
1249, 171, 1
1249, 182, 1
1249, 225, 1
1249, 312, 1
1249, 325, 1
1249, 331, 1
1249, 344, 1
1249, 364, 1
1249, 366, 1
1249, 388, 1
1249, 421, 1
1249, 439, 1
1249, 454, 1
1249, 460, 1
1249, 469, 1
1249, 481, 1
1249, 493, 1
1249, 500, 1
1249, 15, 0
1249, 17, 0
1249, 20, 0
1249, 51, 0
1249, 52, 0
1249, 76, 0
1249, 84, 0
1249, 90, 0
1249, 106, 0
1249, 117, 0
1249, 148, 0
1249, 157, 0
1249, 163, 0
1249, 185, 0
1249, 189, 0
1249, 191, 0
1249, 229, 0
1249, 253, 0
1249, 281, 0
1249, 292, 0
1249, 298, 0
1249, 300, 0
1249, 314, 0
1249, 322, 0
1249, 363, 0
1249, 389, 0
1249, 390, 0
1249, 400, 0
1249, 472, 0
1249, 480, 0
1250, 2, 1
1250, 25, 1
1250, 36, 1
1250, 52, 1
1250, 96, 1
1250, 106, 1
1250, 110, 1
1250, 114, 1
1250, 128, 1
1250, 137, 1
1250, 171, 1
1250, 182, 1
1250, 199, 1
1250, 204, 1
1250, 220, 1
1250, 292, 1
1250, 351, 1
1250, 361, 1
1250, 391, 1
1250, 393, 1
1250, 438, 1
1250, 439, 1
1250, 461, 1
1250, 469, 1
1250, 8, 0
1250, 14, 0
1250, 20, 0
1250, 60, 0
1250, 98, 0
1250, 135, 0
1250, 138, 0
1250, 162, 0
1250, 175, 0
1250, 178, 0
1250, 194, 0
1250, 209, 0
1250, 221, 0
1250, 242, 0
1250, 252, 0
1250, 279, 0
1250, 285, 0
1250, 319, 0
1250, 332, 0
1250, 364, 0
1250, 367, 0
1250, 374, 0
1250, 411, 0
1250, 433, 0
1250, 474, 0
1250, 478, 0
1251, 36, 1
1251, 39, 1
1251, 52, 1
1251, 55, 1
1251, 105, 1
1251, 127, 1
1251, 220, 1
1251, 223, 1
1251, 263, 1
1251, 265, 1
1251, 292, 1
1251, 299, 1
1251, 309, 1
1251, 316, 1
1251, 344, 1
1251, 377, 1
1251, 395, 1
1251, 418, 1
1251, 448, 1
1251, 449, 1
1251, 451, 1
1251, 469, 1
1251, 472, 1
1251, 473, 1
1251, 487, 1
1251, 490, 1
1251, 495, 1
1251, 14, 0
1251, 24, 0
1251, 95, 0
1251, 104, 0
1251, 113, 0
1251, 138, 0
1251, 144, 0
1251, 190, 0
1251, 208, 0
1251, 209, 0
1251, 238, 0
1251, 242, 0
1251, 270, 0
1251, 282, 0
1251, 331, 0
1251, 341, 0
1251, 351, 0
1251, 387, 0
1251, 398, 0
1251, 402, 0
1251, 414, 0
1251, 444, 0
1251, 481, 0
1252, 7, 1
1252, 8, 1
1252, 15, 1
1252, 42, 1
1252, 70, 1
1252, 109, 1
1252, 119, 1
1252, 130, 1
1252, 133, 1
1252, 149, 1
1252, 165, 1
1252, 170, 1
1252, 222, 1
1252, 272, 1
1252, 314, 1
1252, 341, 1
1252, 351, 1
1252, 363, 1
1252, 378, 1
1252, 381, 1
1252, 396, 1
1252, 415, 1
1252, 425, 1
1252, 427, 1
1252, 431, 1
1252, 440, 1
1252, 442, 1
1252, 485, 1
1252, 497, 1
1252, 499, 1
1252, 51, 0
1252, 72, 0
1252, 136, 0
1252, 139, 0
1252, 146, 0
1252, 168, 0
1252, 173, 0
1252, 175, 0
1252, 214, 0
1252, 218, 0
1252, 219, 0
1252, 230, 0
1252, 232, 0
1252, 266, 0
1252, 273, 0
1252, 296, 0
1252, 357, 0
1252, 447, 0
1252, 452, 0
1252, 493, 0
1253, 46, 1
1253, 56, 1
1253, 65, 1
1253, 77, 1
1253, 209, 1
1253, 218, 1
1253, 220, 1
1253, 231, 1
1253, 263, 1
1253, 274, 1
1253, 275, 1
1253, 287, 1
1253, 310, 1
1253, 359, 1
1253, 360, 1
1253, 371, 1
1253, 384, 1
1253, 405, 1
1253, 410, 1
1253, 419, 1
1253, 420, 1
1253, 427, 1
1253, 432, 1
1253, 437, 1
1253, 452, 1
1253, 480, 1
1253, 7, 0
1253, 13, 0
1253, 15, 0
1253, 51, 0
1253, 71, 0
1253, 84, 0
1253, 104, 0
1253, 115, 0
1253, 132, 0
1253, 144, 0
1253, 163, 0
1253, 192, 0
1253, 210, 0
1253, 228, 0
1253, 241, 0
1253, 271, 0
1253, 318, 0
1253, 332, 0
1253, 335, 0
1253, 338, 0
1253, 344, 0
1253, 378, 0
1253, 428, 0
1253, 476, 0
1254, 4, 1
1254, 16, 1
1254, 34, 1
1254, 45, 1
1254, 47, 1
1254, 67, 1
1254, 76, 1
1254, 88, 1
1254, 110, 1
1254, 158, 1
1254, 193, 1
1254, 241, 1
1254, 257, 1
1254, 302, 1
1254, 315, 1
1254, 318, 1
1254, 320, 1
1254, 353, 1
1254, 354, 1
1254, 368, 1
1254, 369, 1
1254, 405, 1
1254, 433, 1
1254, 442, 1
1254, 446, 1
1254, 91, 0
1254, 99, 0
1254, 128, 0
1254, 131, 0
1254, 136, 0
1254, 153, 0
1254, 171, 0
1254, 178, 0
1254, 179, 0
1254, 198, 0
1254, 210, 0
1254, 261, 0
1254, 278, 0
1254, 324, 0
1254, 333, 0
1254, 366, 0
1254, 382, 0
1254, 402, 0
1254, 427, 0
1254, 430, 0
1254, 448, 0
1254, 451, 0
1254, 460, 0
1254, 483, 0
1254, 500, 0
1255, 14, 1
1255, 74, 1
1255, 97, 1
1255, 105, 1
1255, 124, 1
1255, 135, 1
1255, 186, 1
1255, 211, 1
1255, 220, 1
1255, 254, 1
1255, 264, 1
1255, 289, 1
1255, 299, 1
1255, 311, 1
1255, 347, 1
1255, 368, 1
1255, 373, 1
1255, 377, 1
1255, 390, 1
1255, 392, 1
1255, 395, 1
1255, 439, 1
1255, 449, 1
1255, 475, 1
1255, 499, 1
1255, 16, 0
1255, 64, 0
1255, 138, 0
1255, 147, 0
1255, 162, 0
1255, 166, 0
1255, 170, 0
1255, 219, 0
1255, 229, 0
1255, 257, 0
1255, 266, 0
1255, 287, 0
1255, 293, 0
1255, 298, 0
1255, 301, 0
1255, 319, 0
1255, 325, 0
1255, 326, 0
1255, 351, 0
1255, 357, 0
1255, 380, 0
1255, 413, 0
1255, 415, 0
1255, 429, 0
1255, 437, 0
1256, 3, 1
1256, 11, 1
1256, 12, 1
1256, 16, 1
1256, 20, 1
1256, 37, 1
1256, 49, 1
1256, 76, 1
1256, 108, 1
1256, 113, 1
1256, 121, 1
1256, 149, 1
1256, 181, 1
1256, 189, 1
1256, 202, 1
1256, 243, 1
1256, 250, 1
1256, 269, 1
1256, 276, 1
1256, 300, 1
1256, 340, 1
1256, 353, 1
1256, 389, 1
1256, 399, 1
1256, 419, 1
1256, 445, 1
1256, 461, 1
1256, 473, 1
1256, 2, 0
1256, 23, 0
1256, 32, 0
1256, 96, 0
1256, 147, 0
1256, 228, 0
1256, 261, 0
1256, 288, 0
1256, 293, 0
1256, 296, 0
1256, 301, 0
1256, 393, 0
1256, 413, 0
1256, 426, 0
1256, 433, 0
1256, 438, 0
1256, 450, 0
1256, 464, 0
1256, 470, 0
1256, 472, 0
1256, 493, 0
1256, 497, 0
1257, 44, 1
1257, 52, 1
1257, 78, 1
1257, 82, 1
1257, 105, 1
1257, 183, 1
1257, 186, 1
1257, 196, 1
1257, 200, 1
1257, 204, 1
1257, 212, 1
1257, 278, 1
1257, 284, 1
1257, 297, 1
1257, 339, 1
1257, 345, 1
1257, 375, 1
1257, 385, 1
1257, 392, 1
1257, 405, 1
1257, 434, 1
1257, 447, 1
1257, 466, 1
1257, 470, 1
1257, 487, 1
1257, 492, 1
1257, 15, 0
1257, 48, 0
1257, 49, 0
1257, 53, 0
1257, 54, 0
1257, 77, 0
1257, 79, 0
1257, 114, 0
1257, 117, 0
1257, 197, 0
1257, 201, 0
1257, 221, 0
1257, 273, 0
1257, 281, 0
1257, 296, 0
1257, 305, 0
1257, 312, 0
1257, 348, 0
1257, 363, 0
1257, 364, 0
1257, 406, 0
1257, 418, 0
1257, 431, 0
1257, 493, 0
1258, 4, 1
1258, 41, 1
1258, 132, 1
1258, 195, 1
1258, 213, 1
1258, 219, 1
1258, 225, 1
1258, 228, 1
1258, 232, 1
1258, 266, 1
1258, 273, 1
1258, 284, 1
1258, 299, 1
1258, 312, 1
1258, 329, 1
1258, 332, 1
1258, 348, 1
1258, 455, 1
1258, 468, 1
1258, 471, 1
1258, 483, 1
1258, 495, 1
1258, 498, 1
1258, 18, 0
1258, 19, 0
1258, 21, 0
1258, 70, 0
1258, 82, 0
1258, 84, 0
1258, 108, 0
1258, 110, 0
1258, 134, 0
1258, 157, 0
1258, 163, 0
1258, 180, 0
1258, 212, 0
1258, 237, 0
1258, 250, 0
1258, 258, 0
1258, 287, 0
1258, 315, 0
1258, 317, 0
1258, 339, 0
1258, 352, 0
1258, 394, 0
1258, 402, 0
1258, 403, 0
1258, 444, 0
1258, 445, 0
1258, 486, 0
1259, 23, 1
1259, 56, 1
1259, 92, 1
1259, 93, 1
1259, 121, 1
1259, 165, 1
1259, 175, 1
1259, 182, 1
1259, 225, 1
1259, 291, 1
1259, 309, 1
1259, 332, 1
1259, 336, 1
1259, 343, 1
1259, 354, 1
1259, 386, 1
1259, 402, 1
1259, 405, 1
1259, 425, 1
1259, 441, 1
1259, 466, 1
1259, 486, 1
1259, 491, 1
1259, 500, 1
1259, 30, 0
1259, 62, 0
1259, 84, 0
1259, 104, 0
1259, 106, 0
1259, 109, 0
1259, 153, 0
1259, 156, 0
1259, 167, 0
1259, 176, 0
1259, 189, 0
1259, 193, 0
1259, 241, 0
1259, 243, 0
1259, 247, 0
1259, 251, 0
1259, 274, 0
1259, 298, 0
1259, 322, 0
1259, 323, 0
1259, 328, 0
1259, 412, 0
1259, 440, 0
1259, 445, 0
1259, 451, 0
1259, 453, 0
1260, 26, 1
1260, 38, 1
1260, 83, 1
1260, 90, 1
1260, 111, 1
1260, 115, 1
1260, 156, 1
1260, 245, 1
1260, 252, 1
1260, 273, 1
1260, 284, 1
1260, 289, 1
